Link,Diện tích,Hướng ban công,Hướng nhà,Khoảng giá,Mặt tiền,Nội thất,Pháp lý,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Đường vào
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/full-gio-hang-1pn-2pn-3pn-duplex-pentuse-gia-vo-cung-hap-dan-pr44145607,77 m²,Đông - Nam,Tây - Bắc,"8,2 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/nam-99-gio-hang-ban-tu-1pn-5-5-ty-2pn-8-ty-3pn-11-8-ty-4pn-18-ty-pr44330595,80 m²,Tây - Nam,Đông - Bắc,8 tỷ,,,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/nam-99-gio-hang-gia-tot-nhat-1pn-5-5-ty-2pn-7-9-ty-3pn-11-85ty-4pn-18-ty-pr44330576,117 m²,Đông - Bắc,Tây - Nam,"11,85 tỷ",,Không nội thất,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/-quan-9-cap-nhat-gio-hang-200-stuido-1-8-ty-1pn-2-3-ty-2pn-2-7-ty-pr44209135,34 m²,,,"1,8 tỷ",,,Sổ đỏ/ Sổ hồng,,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-grand-marina-saigon/em-hiep-chuyen-ban-gio-hang-truc-tiep-chu-dau-tu-va-chuyen-nhuong-pr44301265,78 m²,,,33 tỷ,,Full nội thất.,Hợp đồng mua bán,2 phòng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/ban-q5-da-co-so-ng-40-nhan-nha-ngay-tt-30-thang-ck-13-8-mien-goc-2-nam-pr44242411,90 m²,Tây,Đông,11 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/gio-hang-doc-quyen-dang-ban-gia-tot-xem-nha-24-7-lh-pr40164578,70 m²,Nam,Đông,Thỏa thuận,,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/nhanh-tay-so-huu-2pn-duoi-18-ty-cuoi-cung-tai-gia-sieu-hap-dan-de-dau-tu-pr44195196,92 m²,,,"17,3 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/lam-viec-chinh-chu-ban-1pn-8-3ty-4pn-160m2-48ty-goc-vong-cung-vinmes-river-pr44235453,160 m²,,,48 tỷ,,,Sổ đỏ/ Sổ hồng,4 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/ban-2-phong-ngu-view-truc-dien-88-tower-pr44328322,93 m²,Đông - Bắc,Đông - Bắc,"18,5 tỷ",,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-xay-hxh-2295-thong-qua-kdc-sai-gon-moi-pr44112622,"79,5 m²",,Tây - Bắc,"5,95 tỷ",6 m,Đầy đủ.,Sổ đỏ/ Sổ hồng.,4 phòng,5 phòng,3 tầng,"4,5 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-hien-dai-hem-8m-xe-hoi-1806-tt-be-pr43614651,50 m²,,Tây,"6,1 tỷ",4 m,,Sổ đỏ/ Sổ hồng.,4 phòng,3 phòng,3 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-19-1-phuong-thanh-loc-3/-sieu-rong-ngay-nga-tu-ga-tl19-4-5x14-3pn-6m-pr43673064,"61,4 m²",,Đông - Nam,"4,45 tỷ","4,5 m",Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-dat-duong-tran-quang-quon-xa-binh-khanh-1/chinh-chu-ban-tho-cu-quoi-chi-7-6-trieu-m2-pr44314745,1.484 m²,,,"7,6 triệu/m²",20 m,,Sổ đỏ/ Sổ hồng,,,,13 m
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/chdv-hem-xe-hoi-102m2-full-nt-cao-cap-doanh-thu-55tr-thang-pr43411768,102 m²,,,"11,6 tỷ",4 m,Full,Sổ đỏ/ Sổ hồng,7 phòng,7 phòng,4 tầng,5 m
https://batdongsan.com.vn/ban-dat-xa-an-phu-1/b-4056-m2-tai-cu-chi-7-ty-view-dep-nhieu-tien-ich-pr43451709,4.056 m²,,,7 tỷ,,,Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-pho-hien-dai-mt-hem-2144-hem-thang-1-set-pr43730711,49 m²,,,"4,79 tỷ",4 m,Đầy đủ.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,4 m
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-son-ky/ban-vang-hem-6m-sat-mt-4-4x24m-no-hau-tai-loc-gan-aeon-mall-dh-cong-thuong-pr44313005,99 m²,,,"6,8 tỷ","4,4 m",,Sổ đỏ/ Sổ hồng,,,,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dat-thanh_1-phuong-6-15/-to-gia-dep-thanh-hem-thong-6-3-tang-4-2x16m-65m2-3pn-chi-8-4-ty-tl-pr43657276,65 m²,,,"8,4 tỷ","4,2 m",,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-8-12/ban-khu-phan-lo-hiem-giam-500tr-hxh-p-8-go-vap-4-tang-4mx12m5-gia-6-ty-4-pr43836892,50 m²,,,"6,4 tỷ",4 m,Cơ bản,Sổ đỏ/ Sổ hồng,,,4 tầng,5 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phu-thuan-phuong-tan-phu-19-prj-sunshine-sky-city/toa-q7-truc-tiep-tu-cdt-pttt-linh-hoat-kem-goi-noi-that-500tr-cam-ket-thue-lai-2-nam-pr44038400,77 m²,Nam,Nam,8 tỷ,,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/cap-nhat-gio-hang-gia-tot-1pn-5ty2-2pn-7ty3-3pn-11ty-4pn-18ty-park-pr43917691,83 m²,Nam,Đông,"7,99 tỷ",,Đầy đủ.,Sổ đỏ/ Sổ hồng.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/chinh-thuc-nhan-booking-thap-b-gia-chi-72-trieu-m2-dac-biet-toan-chi-10-den-nhan-nha-pr44265756,68 m²,,,72 triệu/m²,,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-16-3/-tien-4-pham-van-chieu-p16-go-vap-full-noi-that-don-vao-o-pr43794127,48 m²,,,"8,6 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,3 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-beverly-solari-vinhomes-grand-park/ban-gap-3pn-vinmes-q9-view-song-tang-mat-gia-2-7-ty-pr42818062,82 m²,,,Thỏa thuận,,,,3 phòng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-prj-the-global-city/ct-5-cty-chinh-thuc-nhan-booking-gia-rumo-chi-135tr-m2-gia-tot-nhat-toan-khu-vuc-pr44263176,48 m²,,,135 triệu/m²,,Cơ bản,Hợp đồng mua bán,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/ban-quan-5-so-huu-3-png-ngu-cao-cap-lien-ke-quan-1-gia-cuc-tot-pr44325464,128 m²,Đông - Nam,Tây - Bắc,17 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-do-xuan-hop-phuong-an-phu-prj-the-global-city/nhan-booking-masteri-park-place-city-pr44325335,55 m²,Nam,Nam,"6,7 tỷ",,Cơ bản,VBTT,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-hung-dao-phuong-cau-kho/ban-hem-345-2-sec-hem-doi-dien-cong-an-thanh-pho-pr44324433,25 m²,Đông - Bắc,Đông - Bắc,"6,5 tỷ","3,2 m",Cơ bản,Sổ đỏ/ Sổ hồng,3 phòng,5 phòng,4 tầng,3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-grand-marina-saigon/gia-55-9-ty-allin-3pn-2wc-150m2-tang-cao-view-truc-dien-song-cau-ba-son-xem-phao-hoa-tai-nha-pr44324380,150 m²,,,"55,9 tỷ",,"Nội thất cơ bản cao cấp nhập khẩu, tiêu chuẩn khách sạn 5 sao quốc tế Marriott.",Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-dlusso/ban-goc-penthouse-7-ty-co-so-tang-nt-thien-chi-thuong-luong-lh-pr41054589,"68,5 m²",,,"5,3 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/ban-quan-ly-ban-gia-chenh-thap-2pn-2-9-ty-ls-5-5-nha-moi-pr41317388,67 m²,,,"3,66 tỷ",,"Full bộ bếp Malloca, sàn gỗ, tủ bếp trên, tủ bếp dưới, thiết bị vệ sinh 6 món, gạch ceramic, đá marble, hệ thống đèn chiếu sáng... Nhập khẩu cao cấp, xuất xứ rõ ràng.",Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-grand-marina-saigon/-em-chuyen-san-nhung-ban-cat-lo-56m2-20ty-87m2-30ty-150m2-65ty-pr43594767,56 m²,Đông - Nam,Tây - Bắc,20 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-grand-marina-saigon/ban-2pn-78-22m2-toa-sea-jw-marriott-chi-31-5-ty-allin-tai-saigon-pr44323844,"78,22 m²",,,"31,5 tỷ",,Full nội thất cơ bản từ chủ đầu tư.,HDMB,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-an-phu-prj-lumiere-riverside/-em-chuyen-san-nhung-gia-goc-cat-52m2-7-5ty-77m2-9-5ty-101m2-14ty-pr44150789,52 m²,Đông - Nam,Tây - Bắc,"7,5 tỷ",,Cơ bản.,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-long-hoa-prj-vinhomes-green-paradise/du-an-sieu-kinh-dien-can-gio-chinh-mo-ban-pr44323338,75 m²,Đông,Đông,11 tỷ,5 m,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,3 tầng,15 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/chinh-thuc-nhan-booking-thap-b-gia-chi-72-trieu-m2-dac-biet-toan-chi-10-den-nhan-nha-pr44323308,70 m²,Đông - Bắc,Tây - Nam,72 triệu/m²,,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/gio-hang-tu-cdt-voi-ck-den-9-chi-toan-275tr-ky-ngay-hdmb-pr44291198,80 m²,Đông - Nam,Tây - Bắc,"5,5 tỷ",,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-beverly-solari-vinhomes-grand-park/3pn-82m2-gia-re-nhat-chi-tu-3-75-ty-cs-t10-tang-goi-nt-300tr-tru-thang-vao-gia-ban-pr44322800,82 m²,Đông - Bắc,Đông - Bắc,"3,75 tỷ",,Không nội thất,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-khu-biet-thu-thao-nguyen-sai-gon/ban-co-ho-boi-san-golf-mini-trong-san-bt-sg-pho-duc-quan-9-pr44181851,528 m²,,,58 tỷ,22 m,Full nội thất cao cấp,Sổ đỏ chính chủ,5 phòng,4 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-xay-hxh-2295-thong-qua-kdc-sai-gon-moi-pr44112622,"79,5 m²",,Tây - Bắc,"5,95 tỷ",6 m,Đầy đủ.,Sổ đỏ/ Sổ hồng.,4 phòng,5 phòng,3 tầng,"4,5 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-hien-dai-hem-8m-xe-hoi-1806-tt-be-pr43614651,50 m²,,Tây,"6,1 tỷ",4 m,,Sổ đỏ/ Sổ hồng.,4 phòng,3 phòng,3 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-19-1-phuong-thanh-loc-3/-sieu-rong-ngay-nga-tu-ga-tl19-4-5x14-3pn-6m-pr43673064,"61,4 m²",,Đông - Nam,"4,45 tỷ","4,5 m",Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-dat-duong-tran-quang-quon-xa-binh-khanh-1/chinh-chu-ban-tho-cu-quoi-chi-7-6-trieu-m2-pr44314745,1.484 m²,,,"7,6 triệu/m²",20 m,,Sổ đỏ/ Sổ hồng,,,,13 m
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/chdv-hem-xe-hoi-102m2-full-nt-cao-cap-doanh-thu-55tr-thang-pr43411768,102 m²,,,"11,6 tỷ",4 m,Full,Sổ đỏ/ Sổ hồng,7 phòng,7 phòng,4 tầng,5 m
https://batdongsan.com.vn/ban-dat-xa-an-phu-1/b-4056-m2-tai-cu-chi-7-ty-view-dep-nhieu-tien-ich-pr43451709,4.056 m²,,,7 tỷ,,,Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-pho-hien-dai-mt-hem-2144-hem-thang-1-set-pr43730711,49 m²,,,"4,79 tỷ",4 m,Đầy đủ.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,4 m
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-son-ky/ban-vang-hem-6m-sat-mt-4-4x24m-no-hau-tai-loc-gan-aeon-mall-dh-cong-thuong-pr44313005,99 m²,,,"6,8 tỷ","4,4 m",,Sổ đỏ/ Sổ hồng,,,,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dat-thanh_1-phuong-6-15/-to-gia-dep-thanh-hem-thong-6-3-tang-4-2x16m-65m2-3pn-chi-8-4-ty-tl-pr43657276,65 m²,,,"8,4 tỷ","4,2 m",,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-8-12/ban-khu-phan-lo-hiem-giam-500tr-hxh-p-8-go-vap-4-tang-4mx12m5-gia-6-ty-4-pr43836892,50 m²,,,"6,4 tỷ",4 m,Cơ bản,Sổ đỏ/ Sổ hồng,,,4 tầng,5 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ha-thi-dat-phuong-tan-son-nhi/-tien-41-p-phu-dt-4mx16-2m-64-8m2-lung-lau-gia-10-8ty-tl-pr44322010,"64,8 m²",,Nam,"10,8 tỷ",4 m,Cơ bản,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,2 tầng,12 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/nhuong-lai-suat-ng-song-lap-goc-mat-bien-can-gio-tdx-16-0x-dien-tich-181m2-gia-uu-dai-ck-8-pr44266051,181 m²,,,Thỏa thuận,18 m,,Hợp đồng mua bán,,,,"20,5 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-tu_1-phuong-binh-hung-hoa-b/hang-hiem-goc-2-mat-tien-kdc-ngay-cho-thanh-tu-4-5m-x-15m-6m-thong-pr44321882,68 m²,Bắc,Bắc,Thỏa thuận,"4,5 m",Nội thất cao cấp,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,4 tầng,6 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-gia-tot-nhat-vinmes-1pn-4ty-2pn-5ty3-3pn-11ty-4pn-14ty-penuse-26ty-pr44262642,88 m²,Đông - Nam,Tây - Bắc,"8,2 tỷ",,Cao cấp sang trọng.,Đã có sổ đỏ vĩnh viễn!,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-9-11/252-tret-3-lau-4pn-co-san-noi-that-hem-xe-hoi-thong-7ty580-thuong-luong-pr43842383,45 m²,,Đông,"7,35 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,3 tầng,4 m
https://batdongsan.com.vn/ban-nha-rieng-duong-trinh-quang-nghi-xa-phong-phu-4/ban-tai-363-binh-chanh-13-ty-333-5-m2-pr43672263,"333,5 m²",,,13 tỷ,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/ra-mat-sieu-du-an-can-gio-dot-1-shop-lh-pr44021650,100 m²,,,Thỏa thuận,,,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-prj-the-origami-vinhomes-grand-park/doc-quyen-2pn-79m2-view-noi-khu-gia-re-chi-3-8-ty-nhan-ck-17-3-tong-uu-dai-len-den-1-ty-pr44151719,60 m²,Tây - Bắc,Đông - Nam,"2,9 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-mai-xuan-thuong-phuong-11-7/chu-quang-can-ban-can-p-11-binh-thanh-3-79ty-dt-44-9m2-ngang-4m-pr44320029,"44,9 m²",,,"3,79 tỷ",4 m,,Sổ hồng,4 phòng,3 phòng,3 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-phu-my-9/ban-biet-thu-khu-q7-dt-10m-x-20m-12m-canh-pmh-chi-17-ti-pr44319684,120 m²,Đông,Đông,17 tỷ,10 m,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,3 tầng,12 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-the-prive/-hang-sang-3-mat-gia-tu-99-trieu-m2-tt-ban-dau-chi-490tr-mien-lai-24-thang-pr43007708,71 m²,Đông - Nam,Tây - Bắc,"8,45 tỷ",,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-long-truong-prj-chung-cu-mt-eastmark-city/doc-quyen-gio-hang-gia-goc-cdt-va-gio-hang-sang-nhuong-gia-tot-nhat-vp-tai-du-an-pr44319492,65 m²,,,3 tỷ,,,,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-masteri-centre-point/gio-hang-vip-mua-cdt-gia-1pn-3-2-ty-2pn-3-8-ty-view-noi-khu-toa-b-ngay-vincom-vinschool-pr43538652,74 m²,,,"3,9 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/n-cc-33-ty-vnd-118-5-m2-gia-uu-dai-pr44298565,"118,5 m²",Đông - Nam,Tây - Nam,33 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-sieu-pham-3-pn-5-view-song-full-noi-that-cao-cap-pr44161331,116 m²,Bắc,Nam,"15,5 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-truong-luu-phuong-long-truong-prj-centana-city-dien-phuc-thanh/chu-gui-ban-lo-cuc-dep-noi-bo-dep-nhat-khu-dpt-gia-re-bat-ngo-lien-he-pr40932167,84 m²,,Đông,"5,05 tỷ",5 m,,Sổ đỏ/ Sổ hồng,,,,9 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-hiep-binh-chanh/ban-moi-xay-hien-dai-noi-that-cao-cap-khu-vip-truoc-cong-vien-lon-mat-tien-lon-pr44318305,200 m²,Đông - Nam,Tây - Bắc,32 tỷ,15 m,Cao cấp châu âu hiện đại,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,4 tầng,15 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-thanh-my-prj-vinhomes-grand-park/cap-nhat-gio-hang-cdt-gia-studio-1-8-ty-1pn-2-3ty-2pn-3-8-ty-3pn-gia-3-9-ty-pr44138393,38 m²,,Đông - Nam,"2,3 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/nam-full-gio-hang-chuyen-nhuong-metropole-pr44317828,77 m²,,,Thỏa thuận,,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-binh-3-prj-glory-heights-vinhomes-grand-park/chiet-khau-23-2pn-69m-chi-4-2-ty-tai-park-pr44060035,71 m²,,,"3,8 tỷ",,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-xay-hxh-2295-thong-qua-kdc-sai-gon-moi-pr44112622,"79,5 m²",,Tây - Bắc,"5,95 tỷ",6 m,Đầy đủ.,Sổ đỏ/ Sổ hồng.,4 phòng,5 phòng,3 tầng,"4,5 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-hien-dai-hem-8m-xe-hoi-1806-tt-be-pr43614651,50 m²,,Tây,"6,1 tỷ",4 m,,Sổ đỏ/ Sổ hồng.,4 phòng,3 phòng,3 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-19-1-phuong-thanh-loc-3/-sieu-rong-ngay-nga-tu-ga-tl19-4-5x14-3pn-6m-pr43673064,"61,4 m²",,Đông - Nam,"4,45 tỷ","4,5 m",Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-dat-duong-tran-quang-quon-xa-binh-khanh-1/chinh-chu-ban-tho-cu-quoi-chi-7-6-trieu-m2-pr44314745,1.484 m²,,,"7,6 triệu/m²",20 m,,Sổ đỏ/ Sổ hồng,,,,13 m
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/chdv-hem-xe-hoi-102m2-full-nt-cao-cap-doanh-thu-55tr-thang-pr43411768,102 m²,,,"11,6 tỷ",4 m,Full,Sổ đỏ/ Sổ hồng,7 phòng,7 phòng,4 tầng,5 m
https://batdongsan.com.vn/ban-dat-xa-an-phu-1/b-4056-m2-tai-cu-chi-7-ty-view-dep-nhieu-tien-ich-pr43451709,4.056 m²,,,7 tỷ,,,Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-pho-hien-dai-mt-hem-2144-hem-thang-1-set-pr43730711,49 m²,,,"4,79 tỷ",4 m,Đầy đủ.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,4 m
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-son-ky/ban-vang-hem-6m-sat-mt-4-4x24m-no-hau-tai-loc-gan-aeon-mall-dh-cong-thuong-pr44313005,99 m²,,,"6,8 tỷ","4,4 m",,Sổ đỏ/ Sổ hồng,,,,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dat-thanh_1-phuong-6-15/-to-gia-dep-thanh-hem-thong-6-3-tang-4-2x16m-65m2-3pn-chi-8-4-ty-tl-pr43657276,65 m²,,,"8,4 tỷ","4,2 m",,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-8-12/ban-khu-phan-lo-hiem-giam-500tr-hxh-p-8-go-vap-4-tang-4mx12m5-gia-6-ty-4-pr43836892,50 m²,,,"6,4 tỷ",4 m,Cơ bản,Sổ đỏ/ Sổ hồng,,,4 tầng,5 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-beverly-solari-vinhomes-grand-park/cam-ket-kng-bao-gia-ao-2pn-khu-bs-huong-dong-nam-gia-3-3-ty-view-boi-tang-mat-ca-ngay-pr42809540,79 m²,Đông - Nam,Đông - Nam,"3,57 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/chuyen-ban-2pn-3pn-4pn-quan-5-lien-ke-quan-1-so-ng-cc-ngay-pr44227004,128 m²,,,17 tỷ,,Cơ bản,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/em-hieu-moi-gioi-chuyen-co-full-ro-hang-moi-nhat-thang-10-25-tro-sieu-nhanh-pr44252696,81 m²,,,21 tỷ,,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
